,path,keyword,label
35,speech_commands/stop/6094340e_nohash_2.wav,stop,0
36,speech_commands/tree/d5ca80c6_nohash_0.wav,tree,0
37,speech_commands/six/b1df80c0_nohash_0.wav,six,0
38,speech_commands/up/5db0e146_nohash_0.wav,up,0
39,speech_commands/right/b8872c20_nohash_0.wav,right,0
40,speech_commands/left/60472d26_nohash_0.wav,left,0
41,speech_commands/marvin/e649aa92_nohash_2.wav,marvin,0
42,speech_commands/nine/460f2bad_nohash_0.wav,nine,0
43,speech_commands/three/92b0a735_nohash_1.wav,three,0
44,speech_commands/dog/d71ad617_nohash_2.wav,dog,0
45,speech_commands/stop/7e6bd776_nohash_1.wav,stop,0
46,speech_commands/left/32a19ecf_nohash_0.wav,left,0
47,speech_commands/nine/99b05bcf_nohash_0.wav,nine,0
48,speech_commands/marvin/ce49cb60_nohash_0.wav,marvin,0
49,speech_commands/three/c518d1b1_nohash_1.wav,three,0
50,speech_commands/wow/5195f0ec_nohash_1.wav,wow,0
51,speech_commands/stop/ed3c2d05_nohash_1.wav,stop,0
52,speech_commands/three/f4f59743_nohash_1.wav,three,0
53,speech_commands/seven/aff582a1_nohash_4.wav,seven,0
54,speech_commands/on/d0faf7e4_nohash_5.wav,on,0
55,speech_commands/go/b7a0754f_nohash_2.wav,go,0
56,speech_commands/four/042186b8_nohash_0.wav,four,0
57,speech_commands/cat/9637f43f_nohash_3.wav,cat,0
58,speech_commands/house/a8688b67_nohash_0.wav,house,0
59,speech_commands/one/15f04ff8_nohash_0.wav,one,0
60,speech_commands/eight/6727b579_nohash_3.wav,eight,0
61,speech_commands/sheila/c08e5058_nohash_0.wav,sheila,1
62,speech_commands/bed/627c0bec_nohash_1.wav,bed,0
63,speech_commands/off/24ad3ebe_nohash_0.wav,off,0
64,speech_commands/go/079d1020_nohash_0.wav,go,0
65,speech_commands/happy/fa446c16_nohash_0.wav,happy,0
66,speech_commands/bird/59c3a7f2_nohash_0.wav,bird,0
67,speech_commands/nine/40b60ae9_nohash_1.wav,nine,0
68,speech_commands/happy/66a412a7_nohash_0.wav,happy,0
69,speech_commands/eight/617de221_nohash_4.wav,eight,0
70,speech_commands/dog/c0c0d87d_nohash_0.wav,dog,0
71,speech_commands/stop/735845ab_nohash_0.wav,stop,0
72,speech_commands/zero/2ce7534c_nohash_0.wav,zero,0
73,speech_commands/bird/229978fd_nohash_0.wav,bird,0
74,speech_commands/eight/563aa4e6_nohash_0.wav,eight,0
75,speech_commands/seven/b97c9f77_nohash_1.wav,seven,0
76,speech_commands/right/650daf8e_nohash_0.wav,right,0
77,speech_commands/four/caedb73a_nohash_1.wav,four,0
78,speech_commands/down/611d2b50_nohash_4.wav,down,0
79,speech_commands/sheila/6ceeb9aa_nohash_0.wav,sheila,1
80,speech_commands/dog/172dc2b0_nohash_0.wav,dog,0
81,speech_commands/house/1df99a8a_nohash_0.wav,house,0
82,speech_commands/seven/b9f46737_nohash_2.wav,seven,0
83,speech_commands/tree/3e3b65eb_nohash_0.wav,tree,0
84,speech_commands/five/28ed6bc9_nohash_4.wav,five,0
85,speech_commands/down/e14d3db8_nohash_0.wav,down,0
86,speech_commands/bird/0f3f64d5_nohash_0.wav,bird,0
87,speech_commands/seven/c0445658_nohash_0.wav,seven,0
88,speech_commands/stop/0d2bcf9d_nohash_0.wav,stop,0
89,speech_commands/one/28e47b1a_nohash_3.wav,one,0
90,speech_commands/zero/9785931e_nohash_0.wav,zero,0
91,speech_commands/off/e0322f2c_nohash_0.wav,off,0
92,speech_commands/seven/106a6183_nohash_2.wav,seven,0
93,speech_commands/left/ba676390_nohash_1.wav,left,0
94,speech_commands/stop/d0426d63_nohash_0.wav,stop,0
95,speech_commands/no/3ca784ec_nohash_1.wav,no,0
96,speech_commands/nine/5b26c81b_nohash_0.wav,nine,0
97,speech_commands/five/36050ef3_nohash_3.wav,five,0
98,speech_commands/wow/c578beb0_nohash_0.wav,wow,0
99,speech_commands/six/82e7204d_nohash_0.wav,six,0
100,speech_commands/four/e8c3c5ca_nohash_0.wav,four,0
101,speech_commands/zero/6a27a9bf_nohash_1.wav,zero,0
102,speech_commands/three/9a7c1f83_nohash_1.wav,three,0
103,speech_commands/marvin/ac4b3fc3_nohash_0.wav,marvin,0
104,speech_commands/dog/e54a0f16_nohash_0.wav,dog,0
105,speech_commands/stop/d9b8fab2_nohash_1.wav,stop,0
106,speech_commands/five/50b86bf8_nohash_0.wav,five,0
107,speech_commands/tree/87c62767_nohash_0.wav,tree,0
108,speech_commands/yes/2c6446f7_nohash_0.wav,yes,0
109,speech_commands/off/8ff44869_nohash_0.wav,off,0
110,speech_commands/five/10c6d873_nohash_0.wav,five,0
111,speech_commands/tree/a16b3102_nohash_0.wav,tree,0
112,speech_commands/no/61e50f62_nohash_0.wav,no,0
113,speech_commands/zero/611d2b50_nohash_4.wav,zero,0
114,speech_commands/sheila/f9ebdba0_nohash_0.wav,sheila,1
115,speech_commands/off/2aa787cf_nohash_1.wav,off,0
116,speech_commands/one/fc2411fe_nohash_1.wav,one,0
117,speech_commands/happy/11379f4d_nohash_3.wav,happy,0
118,speech_commands/marvin/91cdef62_nohash_1.wav,marvin,0
119,speech_commands/eight/826268f8_nohash_1.wav,eight,0
120,speech_commands/bird/6cf5459b_nohash_0.wav,bird,0
121,speech_commands/off/46a153d8_nohash_2.wav,off,0
122,speech_commands/go/2197f41c_nohash_0.wav,go,0
123,speech_commands/house/3eb8764c_nohash_0.wav,house,0
124,speech_commands/yes/f875f965_nohash_0.wav,yes,0
125,speech_commands/on/1657c9fa_nohash_2.wav,on,0
126,speech_commands/seven/413997c1_nohash_0.wav,seven,0
127,speech_commands/three/c9b653a0_nohash_4.wav,three,0
128,speech_commands/on/9b402bc2_nohash_0.wav,on,0
129,speech_commands/left/6b889021_nohash_0.wav,left,0
130,speech_commands/nine/7096522d_nohash_0.wav,nine,0
131,speech_commands/three/6f2f57c1_nohash_0.wav,three,0
132,speech_commands/two/0ff728b5_nohash_0.wav,two,0
133,speech_commands/nine/bdee441c_nohash_3.wav,nine,0
134,speech_commands/off/88053e92_nohash_1.wav,off,0
135,speech_commands/three/80f056c0_nohash_0.wav,three,0
136,speech_commands/bird/da7689f1_nohash_1.wav,bird,0
137,speech_commands/stop/a74f3917_nohash_1.wav,stop,0
138,speech_commands/one/c50225fa_nohash_0.wav,one,0
139,speech_commands/two/39a12648_nohash_3.wav,two,0
140,speech_commands/up/1eddce1d_nohash_3.wav,up,0
141,speech_commands/eight/beb49c22_nohash_0.wav,eight,0
142,speech_commands/right/50a7d406_nohash_2.wav,right,0
143,speech_commands/happy/a709ddd3_nohash_1.wav,happy,0
144,speech_commands/off/712e4d58_nohash_1.wav,off,0
145,speech_commands/down/8281a2a8_nohash_1.wav,down,0
146,speech_commands/seven/b26343e9_nohash_1.wav,seven,0
147,speech_commands/wow/e2362167_nohash_0.wav,wow,0
148,speech_commands/three/528f9242_nohash_0.wav,three,0
149,speech_commands/house/982babaf_nohash_0.wav,house,0
150,speech_commands/down/72be9202_nohash_2.wav,down,0
151,speech_commands/three/f0ae7203_nohash_1.wav,three,0
152,speech_commands/wow/422d3197_nohash_1.wav,wow,0
153,speech_commands/right/aff582a1_nohash_2.wav,right,0
154,speech_commands/no/76e53db9_nohash_0.wav,no,0
155,speech_commands/marvin/4a294341_nohash_1.wav,marvin,0
156,speech_commands/zero/7cf14c54_nohash_4.wav,zero,0
157,speech_commands/five/4c432947_nohash_1.wav,five,0
158,speech_commands/right/a1dd919f_nohash_1.wav,right,0
159,speech_commands/house/81a345a3_nohash_0.wav,house,0
160,speech_commands/three/179a61b7_nohash_2.wav,three,0
161,speech_commands/on/9785931e_nohash_0.wav,on,0
162,speech_commands/five/0132a06d_nohash_2.wav,five,0
163,speech_commands/bird/b59fa113_nohash_0.wav,bird,0
164,speech_commands/go/3c8836dc_nohash_1.wav,go,0
165,speech_commands/down/590750e8_nohash_1.wav,down,0
166,speech_commands/right/3d3ddaf8_nohash_0.wav,right,0
167,speech_commands/up/69f609ec_nohash_0.wav,up,0
168,speech_commands/three/31e686d2_nohash_0.wav,three,0
169,speech_commands/six/f3d06008_nohash_1.wav,six,0
170,speech_commands/left/3c257192_nohash_4.wav,left,0
171,speech_commands/up/dc75148d_nohash_0.wav,up,0
172,speech_commands/five/dc75148d_nohash_0.wav,five,0
173,speech_commands/cat/7c2a3fa4_nohash_0.wav,cat,0
174,speech_commands/off/c6389ab0_nohash_1.wav,off,0
175,speech_commands/three/f192e6b4_nohash_1.wav,three,0
176,speech_commands/off/8fce59ff_nohash_0.wav,off,0
177,speech_commands/left/d3f22f0e_nohash_1.wav,left,0
178,speech_commands/zero/962f27eb_nohash_2.wav,zero,0
179,speech_commands/zero/4634529e_nohash_1.wav,zero,0
180,speech_commands/right/c948d727_nohash_2.wav,right,0
181,speech_commands/house/6dfff95a_nohash_0.wav,house,0
182,speech_commands/yes/7211390b_nohash_0.wav,yes,0
183,speech_commands/wow/b7a0754f_nohash_0.wav,wow,0
184,speech_commands/nine/a591c2ea_nohash_3.wav,nine,0
185,speech_commands/six/50928b05_nohash_0.wav,six,0
186,speech_commands/two/25132942_nohash_1.wav,two,0
187,speech_commands/go/21e8c417_nohash_2.wav,go,0
188,speech_commands/wow/8a0457c9_nohash_0.wav,wow,0
189,speech_commands/zero/fac74f6a_nohash_0.wav,zero,0
190,speech_commands/go/7257420c_nohash_0.wav,go,0
191,speech_commands/go/39a6b995_nohash_1.wav,go,0
192,speech_commands/go/3c257192_nohash_1.wav,go,0
193,speech_commands/right/7e783e3f_nohash_2.wav,right,0
194,speech_commands/happy/6dfff95a_nohash_0.wav,happy,0
195,speech_commands/three/365531e2_nohash_2.wav,three,0
196,speech_commands/three/2643992f_nohash_2.wav,three,0
197,speech_commands/happy/adebe223_nohash_0.wav,happy,0
198,speech_commands/down/d71ad617_nohash_0.wav,down,0
199,speech_commands/seven/da584bc0_nohash_1.wav,seven,0
200,speech_commands/sheila/b41a92a3_nohash_0.wav,sheila,1
201,speech_commands/house/6f342826_nohash_1.wav,house,0
202,speech_commands/eight/c1d39ce8_nohash_5.wav,eight,0
203,speech_commands/wow/6f689791_nohash_0.wav,wow,0
204,speech_commands/wow/c4533c47_nohash_2.wav,wow,0
205,speech_commands/sheila/5ab63b0a_nohash_1.wav,sheila,1
206,speech_commands/stop/7e6bd776_nohash_0.wav,stop,0
207,speech_commands/happy/f47d644e_nohash_1.wav,happy,0
208,speech_commands/cat/cd68e997_nohash_0.wav,cat,0
209,speech_commands/off/e48a80ed_nohash_0.wav,off,0
210,speech_commands/stop/a1cff772_nohash_5.wav,stop,0
211,speech_commands/yes/adec6a94_nohash_1.wav,yes,0
212,speech_commands/on/76424fa5_nohash_2.wav,on,0
213,speech_commands/eight/84bf12ff_nohash_1.wav,eight,0
214,speech_commands/off/928cc2ef_nohash_0.wav,off,0
215,speech_commands/off/d7559b2d_nohash_0.wav,off,0
216,speech_commands/on/c205e625_nohash_0.wav,on,0
217,speech_commands/bird/99b05bcf_nohash_0.wav,bird,0
218,speech_commands/zero/c4f875a9_nohash_0.wav,zero,0
219,speech_commands/nine/24b82192_nohash_0.wav,nine,0
220,speech_commands/zero/10ace7eb_nohash_2.wav,zero,0
221,speech_commands/zero/8c4854bc_nohash_0.wav,zero,0
222,speech_commands/down/e5afa9b0_nohash_0.wav,down,0
223,speech_commands/stop/918a2473_nohash_3.wav,stop,0
224,speech_commands/down/9b5815cd_nohash_2.wav,down,0
225,speech_commands/right/651d108f_nohash_1.wav,right,0
226,speech_commands/right/ccfd721c_nohash_0.wav,right,0
227,speech_commands/three/f33660af_nohash_0.wav,three,0
228,speech_commands/one/b544d4fd_nohash_0.wav,one,0
229,speech_commands/six/0137b3f4_nohash_2.wav,six,0
230,speech_commands/up/264f471d_nohash_1.wav,up,0
231,speech_commands/no/90b0b91a_nohash_0.wav,no,0
232,speech_commands/happy/981e2a16_nohash_0.wav,happy,0
233,speech_commands/five/333784b7_nohash_1.wav,five,0
234,speech_commands/tree/96ab6565_nohash_0.wav,tree,0
235,speech_commands/left/c6ee87a7_nohash_1.wav,left,0
236,speech_commands/yes/92e17cc4_nohash_0.wav,yes,0
237,speech_commands/dog/da5dadb9_nohash_0.wav,dog,0
238,speech_commands/on/5e3dde6b_nohash_3.wav,on,0
239,speech_commands/nine/7106d229_nohash_0.wav,nine,0
240,speech_commands/down/363c6bad_nohash_1.wav,down,0
241,speech_commands/happy/a527cb3c_nohash_0.wav,happy,0
242,speech_commands/zero/eb3f7d82_nohash_2.wav,zero,0
243,speech_commands/seven/ca48dc76_nohash_0.wav,seven,0
244,speech_commands/yes/3c1e12cf_nohash_0.wav,yes,0
245,speech_commands/down/aa109cfb_nohash_0.wav,down,0
246,speech_commands/seven/8f0d3c27_nohash_0.wav,seven,0
247,speech_commands/dog/72aa7259_nohash_2.wav,dog,0
248,speech_commands/right/229978fd_nohash_0.wav,right,0
249,speech_commands/eight/5c39594f_nohash_1.wav,eight,0
250,speech_commands/stop/a6d586b7_nohash_3.wav,stop,0
251,speech_commands/sheila/5ff3f9a1_nohash_1.wav,sheila,1
252,speech_commands/five/e7ea8b76_nohash_1.wav,five,0
253,speech_commands/sheila/2296b1af_nohash_0.wav,sheila,1
254,speech_commands/off/eb0676ec_nohash_4.wav,off,0
255,speech_commands/zero/b6ebe225_nohash_0.wav,zero,0
256,speech_commands/cat/53578f4e_nohash_1.wav,cat,0
257,speech_commands/stop/0fa1e7a9_nohash_1.wav,stop,0
258,speech_commands/four/b7a0754f_nohash_0.wav,four,0
259,speech_commands/stop/0ff728b5_nohash_4.wav,stop,0
260,speech_commands/nine/80b8eab4_nohash_0.wav,nine,0
261,speech_commands/five/6f5b4d3d_nohash_1.wav,five,0
262,speech_commands/eight/9190045a_nohash_0.wav,eight,0
263,speech_commands/cat/857366dd_nohash_0.wav,cat,0
264,speech_commands/off/db7c95b0_nohash_0.wav,off,0
265,speech_commands/no/4407ba92_nohash_1.wav,no,0
266,speech_commands/six/dbb40d24_nohash_2.wav,six,0
267,speech_commands/two/079d1020_nohash_1.wav,two,0
268,speech_commands/nine/b0f24c9b_nohash_1.wav,nine,0
269,speech_commands/tree/d0ce2418_nohash_0.wav,tree,0
270,speech_commands/four/e63b69c5_nohash_2.wav,four,0
271,speech_commands/three/de040337_nohash_0.wav,three,0
272,speech_commands/yes/1b4c9b89_nohash_3.wav,yes,0
273,speech_commands/marvin/0137b3f4_nohash_0.wav,marvin,0
274,speech_commands/wow/89e59d18_nohash_0.wav,wow,0
275,speech_commands/off/cd7f8c1b_nohash_3.wav,off,0
276,speech_commands/house/096456f9_nohash_0.wav,house,0
277,speech_commands/zero/5ac04a92_nohash_0.wav,zero,0
278,speech_commands/yes/9aa21fa9_nohash_3.wav,yes,0
279,speech_commands/up/7fd25f7c_nohash_1.wav,up,0
280,speech_commands/house/57376a4c_nohash_0.wav,house,0
281,speech_commands/up/5e3dde6b_nohash_0.wav,up,0
282,speech_commands/eight/9f4098cb_nohash_1.wav,eight,0
283,speech_commands/two/8ed25ef8_nohash_0.wav,two,0
284,speech_commands/tree/25c14394_nohash_0.wav,tree,0
285,speech_commands/three/264f471d_nohash_4.wav,three,0
286,speech_commands/zero/099d52ad_nohash_4.wav,zero,0
287,speech_commands/no/146d97db_nohash_0.wav,no,0
288,speech_commands/on/d9462202_nohash_0.wav,on,0
289,speech_commands/up/eb609143_nohash_1.wav,up,0
290,speech_commands/cat/33903159_nohash_0.wav,cat,0
291,speech_commands/nine/0b77ee66_nohash_0.wav,nine,0
292,speech_commands/bird/0474c92a_nohash_0.wav,bird,0
293,speech_commands/right/9587481f_nohash_0.wav,right,0
294,speech_commands/on/7e843da8_nohash_1.wav,on,0
295,speech_commands/on/62605293_nohash_0.wav,on,0
296,speech_commands/right/b97c9f77_nohash_4.wav,right,0
297,speech_commands/cat/00f0204f_nohash_2.wav,cat,0
298,speech_commands/right/eb3d8eb1_nohash_1.wav,right,0
299,speech_commands/one/7cf14c54_nohash_2.wav,one,0
300,speech_commands/seven/bf8d5617_nohash_0.wav,seven,0
301,speech_commands/up/fda46b78_nohash_0.wav,up,0
302,speech_commands/six/64574a99_nohash_0.wav,six,0
303,speech_commands/seven/becd5a53_nohash_0.wav,seven,0
304,speech_commands/yes/65079685_nohash_0.wav,yes,0
305,speech_commands/five/39999a0f_nohash_2.wav,five,0
306,speech_commands/tree/54412eae_nohash_1.wav,tree,0
307,speech_commands/marvin/eb6dab4a_nohash_0.wav,marvin,0
308,speech_commands/two/324210dd_nohash_3.wav,two,0
309,speech_commands/left/e0315cf6_nohash_3.wav,left,0
310,speech_commands/on/e32ff49d_nohash_0.wav,on,0
311,speech_commands/yes/1c6e5447_nohash_0.wav,yes,0
312,speech_commands/sheila/aa62fdad_nohash_0.wav,sheila,1
313,speech_commands/yes/36050ef3_nohash_0.wav,yes,0
314,speech_commands/one/12529547_nohash_0.wav,one,0
315,speech_commands/up/ead2934a_nohash_1.wav,up,0
316,speech_commands/tree/44260689_nohash_1.wav,tree,0
317,speech_commands/marvin/c0e8f5a1_nohash_1.wav,marvin,0
318,speech_commands/eight/7fa5fa1f_nohash_0.wav,eight,0
319,speech_commands/eight/8f3f252c_nohash_0.wav,eight,0
320,speech_commands/sheila/850e2222_nohash_0.wav,sheila,1
321,speech_commands/nine/589bce2c_nohash_0.wav,nine,0
322,speech_commands/two/39a12648_nohash_1.wav,two,0
323,speech_commands/zero/2b3f509b_nohash_1.wav,zero,0
324,speech_commands/go/d90b4138_nohash_2.wav,go,0
325,speech_commands/nine/c9b653a0_nohash_2.wav,nine,0
326,speech_commands/left/1ecfb537_nohash_2.wav,left,0
327,speech_commands/down/a4b21cbc_nohash_1.wav,down,0
328,speech_commands/wow/1aeef15e_nohash_0.wav,wow,0
329,speech_commands/bed/1a5b9ca4_nohash_1.wav,bed,0
330,speech_commands/five/f8f60f59_nohash_3.wav,five,0
331,speech_commands/left/8aa35b0c_nohash_0.wav,left,0
332,speech_commands/one/dce05676_nohash_0.wav,one,0
333,speech_commands/wow/5c8af87a_nohash_0.wav,wow,0
334,speech_commands/nine/060cd039_nohash_0.wav,nine,0
335,speech_commands/marvin/9aa5439d_nohash_0.wav,marvin,0
336,speech_commands/right/1f653d27_nohash_1.wav,right,0
337,speech_commands/right/c37a72d3_nohash_1.wav,right,0
338,speech_commands/tree/a4ca3afe_nohash_0.wav,tree,0
339,speech_commands/one/f297e878_nohash_0.wav,one,0
340,speech_commands/happy/8c3c4715_nohash_0.wav,happy,0
341,speech_commands/stop/39a6b995_nohash_0.wav,stop,0
342,speech_commands/go/fc28c8d8_nohash_0.wav,go,0
343,speech_commands/off/617de221_nohash_3.wav,off,0
344,speech_commands/two/a74f3917_nohash_0.wav,two,0
345,speech_commands/nine/f17be97f_nohash_1.wav,nine,0
346,speech_commands/eight/6d1dcca6_nohash_0.wav,eight,0
347,speech_commands/up/34881b10_nohash_1.wav,up,0
348,speech_commands/one/bbbf4fbd_nohash_1.wav,one,0
349,speech_commands/down/857366dd_nohash_0.wav,down,0
350,speech_commands/bird/4954abe8_nohash_1.wav,bird,0
351,speech_commands/four/d2eae23d_nohash_1.wav,four,0
352,speech_commands/yes/4f086393_nohash_0.wav,yes,0
353,speech_commands/six/563aa4e6_nohash_2.wav,six,0
354,speech_commands/nine/324210dd_nohash_1.wav,nine,0
355,speech_commands/stop/434a267c_nohash_1.wav,stop,0
356,speech_commands/stop/3847619e_nohash_0.wav,stop,0
357,speech_commands/off/c578beb0_nohash_0.wav,off,0
358,speech_commands/cat/46a153d8_nohash_0.wav,cat,0
359,speech_commands/left/36050ef3_nohash_0.wav,left,0
360,speech_commands/six/c6ee87a7_nohash_2.wav,six,0
361,speech_commands/bed/118261a9_nohash_0.wav,bed,0
362,speech_commands/on/520e8c0e_nohash_0.wav,on,0
363,speech_commands/eight/32efce64_nohash_0.wav,eight,0
364,speech_commands/zero/325a0c39_nohash_1.wav,zero,0
365,speech_commands/three/3eb8764c_nohash_0.wav,three,0
366,speech_commands/marvin/1df99a8a_nohash_1.wav,marvin,0
367,speech_commands/five/9b3ea809_nohash_0.wav,five,0
368,speech_commands/off/f7b43563_nohash_3.wav,off,0
369,speech_commands/eight/44dad20e_nohash_0.wav,eight,0
370,speech_commands/yes/28ce0c58_nohash_0.wav,yes,0
371,speech_commands/one/09bcdc9d_nohash_2.wav,one,0
372,speech_commands/eight/59fe87e6_nohash_0.wav,eight,0
373,speech_commands/dog/723efc4c_nohash_0.wav,dog,0
374,speech_commands/house/1d919a90_nohash_1.wav,house,0
375,speech_commands/down/36050ef3_nohash_2.wav,down,0
376,speech_commands/on/5ac04a92_nohash_0.wav,on,0
377,speech_commands/wow/34805883_nohash_3.wav,wow,0
378,speech_commands/off/86b89661_nohash_0.wav,off,0
379,speech_commands/wow/810c99be_nohash_0.wav,wow,0
380,speech_commands/no/b26343e9_nohash_3.wav,no,0
381,speech_commands/stop/a1dd919f_nohash_0.wav,stop,0
382,speech_commands/no/784e281a_nohash_0.wav,no,0
383,speech_commands/wow/be7a5b2d_nohash_0.wav,wow,0
384,speech_commands/wow/fb24c826_nohash_1.wav,wow,0
385,speech_commands/one/ffa76c4a_nohash_0.wav,one,0
386,speech_commands/four/a827e3a1_nohash_0.wav,four,0
387,speech_commands/on/b959cd0c_nohash_1.wav,on,0
388,speech_commands/happy/c7b4049e_nohash_0.wav,happy,0
389,speech_commands/stop/ee07dcb9_nohash_0.wav,stop,0
390,speech_commands/zero/617de221_nohash_3.wav,zero,0
391,speech_commands/one/ca58a8c6_nohash_1.wav,one,0
392,speech_commands/five/eb0676ec_nohash_2.wav,five,0
393,speech_commands/down/a84dee7b_nohash_1.wav,down,0
394,speech_commands/four/0ac15fe9_nohash_0.wav,four,0
395,speech_commands/wow/48a8a69d_nohash_0.wav,wow,0
396,speech_commands/right/7303215d_nohash_0.wav,right,0
397,speech_commands/nine/e2286c18_nohash_0.wav,nine,0
398,speech_commands/stop/e53139ad_nohash_4.wav,stop,0
399,speech_commands/bed/28497c5b_nohash_0.wav,bed,0
400,speech_commands/off/a3502f15_nohash_0.wav,off,0
401,speech_commands/seven/7d86b703_nohash_2.wav,seven,0
402,speech_commands/dog/cb2929ce_nohash_0.wav,dog,0
403,speech_commands/up/7211390b_nohash_1.wav,up,0
404,speech_commands/three/3bc21161_nohash_2.wav,three,0
405,speech_commands/happy/5828dfa2_nohash_2.wav,happy,0
406,speech_commands/sheila/747e69fd_nohash_0.wav,sheila,1
407,speech_commands/off/aef8dcf5_nohash_0.wav,off,0
408,speech_commands/go/d2f4f431_nohash_0.wav,go,0
409,speech_commands/five/8a56f36e_nohash_0.wav,five,0
410,speech_commands/tree/c6ca5d01_nohash_0.wav,tree,0
411,speech_commands/four/1aeef15e_nohash_1.wav,four,0
412,speech_commands/down/e71b4ce6_nohash_1.wav,down,0
413,speech_commands/up/0c2d2ffa_nohash_0.wav,up,0
414,speech_commands/tree/75915c90_nohash_1.wav,tree,0
415,speech_commands/house/a9f38bae_nohash_2.wav,house,0
416,speech_commands/four/b087aa0e_nohash_0.wav,four,0
417,speech_commands/marvin/39a45230_nohash_0.wav,marvin,0
418,speech_commands/yes/36050ef3_nohash_2.wav,yes,0
419,speech_commands/up/86f12ac0_nohash_0.wav,up,0
420,speech_commands/on/ad63d93c_nohash_3.wav,on,0
421,speech_commands/happy/a3255f5c_nohash_0.wav,happy,0
422,speech_commands/four/e41a903b_nohash_1.wav,four,0
423,speech_commands/cat/d2eae23d_nohash_0.wav,cat,0
424,speech_commands/four/dc75148d_nohash_0.wav,four,0
425,speech_commands/off/b4aa9fef_nohash_4.wav,off,0
426,speech_commands/tree/520b2c17_nohash_0.wav,tree,0
427,speech_commands/yes/af7a8296_nohash_2.wav,yes,0
428,speech_commands/cat/e91d173e_nohash_1.wav,cat,0
429,speech_commands/cat/ab81c9c8_nohash_1.wav,cat,0
430,speech_commands/seven/b5935410_nohash_1.wav,seven,0
431,speech_commands/one/5e033479_nohash_1.wav,one,0
432,speech_commands/eight/493392c6_nohash_0.wav,eight,0
433,speech_commands/one/179a61b7_nohash_3.wav,one,0
434,speech_commands/left/39a12648_nohash_4.wav,left,0
435,speech_commands/zero/e53139ad_nohash_3.wav,zero,0
436,speech_commands/go/94de6a6a_nohash_4.wav,go,0
437,speech_commands/tree/06a79a03_nohash_0.wav,tree,0
438,speech_commands/house/3b8406c0_nohash_0.wav,house,0
439,speech_commands/right/ec21c46b_nohash_1.wav,right,0
440,speech_commands/seven/b59fe16d_nohash_0.wav,seven,0
441,speech_commands/eight/15b0c947_nohash_1.wav,eight,0
442,speech_commands/three/c634a189_nohash_2.wav,three,0
443,speech_commands/eight/528f9242_nohash_0.wav,eight,0
444,speech_commands/dog/91223b83_nohash_0.wav,dog,0
445,speech_commands/five/dedc7fab_nohash_0.wav,five,0
446,speech_commands/three/589bce2c_nohash_0.wav,three,0
447,speech_commands/three/7be9f58a_nohash_0.wav,three,0
448,speech_commands/stop/8a1c449e_nohash_1.wav,stop,0
449,speech_commands/stop/4a1e736b_nohash_1.wav,stop,0
450,speech_commands/down/3d6bee47_nohash_2.wav,down,0
451,speech_commands/two/b16f2d0d_nohash_0.wav,two,0
452,speech_commands/four/e7d0eb3f_nohash_0.wav,four,0
453,speech_commands/go/471a0925_nohash_2.wav,go,0
454,speech_commands/no/3777c08e_nohash_1.wav,no,0
455,speech_commands/left/1942abd7_nohash_0.wav,left,0
456,speech_commands/four/964e8cfd_nohash_0.wav,four,0
457,speech_commands/marvin/553f1a79_nohash_0.wav,marvin,0
